寂寞寒秋,35036,2008,8
无底深渊,18726,2008,10
摇曳春风,16909,2008,12
爱情.com,19789,2009,3
浮世之心,43000,2009,4
想爱,16443,2009,9
恋,20418,2009,11
吵架是QQ的一种（短篇HE）,65521,2010,2
伏玉,99132,2010,2
爱你，仅此而已。,27291,2010,3
兔子,18743,2010,3
爱是去年刮过的风,16400,2010,3
寻影,17478,2010,4
菊笙公子,94732,2010,4
最后一句，Te amo,67206,2010,6
有凤难求,22498,2010,7
清舟渡,68232,2010,8
欺负老实人,27608,2010,9
我的男人很大牌,17062,2010,10
空の彩,22752,2010,10
破晓,41265,2010,10
颜玉成,55879,2010,11
攻德无量,35887,2010,12
臆想年代,37124,2010,12
谁在海边呼唤我,71415,2010,12
别有用心,67366,2011,1
夜行人,16400,2011,1
网游之品一杯清茶,17466,2011,2
尘殇,17241,2011,3
“平凡”的生活,20178,2011,4
忧雨,16400,2011,4
带我走,32292,2011,4
豆子和豆子的故事,163162,2011,6
白尾黑尾,16922,2011,6
看美人有备而来,107302,2011,6
苏生,26272,2011,6
小白的圈叉之路,31644,2011,6
清明上何徒,19299,2011,7
错爱,123124,2011,7
此间的帘月,137795,2011,7
哑然,30184,2011,7
囚火,16403,2011,7
暴烈热血少年们的私生活,68656,2011,7
然落纷花,16853,2011,8
暮霭沉沉楚天阔,46670,2011,9
孽龙,66289,2011,10
平静的日子,41864,2011,10
萦香,21155,2011,10
stories,24757,2011,11
一米晨光,28078,2012,1
茶微凉,21886,2012,1
墨玉,16950,2012,3
西子街之变态猫狂,59128,2012,2
音缘,41844,2012,6
颜色之澈,44898,2012,8
盛夏的花,78987,2012,8
那时年少，十里桃花,149231,2012,8
转身,27755,2012,9
雕墨挽浮花,75739,2012,9
念奴娇,27780,2012,11
网游之叶之伤痕,18283,2012,11
老板给我一斤善良,28788,2012,12
乌鸦,39646,2012,12
黑白配,16487,2012,12
皇室毒药,19109,2013,1
槿树开花花朵朵,138685,2013,1
风轻云淡,16400,2013,2
决洛,48487,2013,2
全息网游之恍若隔世,24429,2013,3
爱是潮涌,32508,2013,3
异兽凡爱,19788,2013,3
子不语,38661,2013,4
巧克力恋情,69589,2013,4
重暮,17975,2013,6
非典型勾搭,24120,2013,6
花色怀清泽,20508,2013,6
血蒺藜,19962,2013,6
若言此意,24312,2013,6
抱歉，我不是女的,31798,2013,7
鱿鱼爱上猫,23083,2013,8
被压了？该！,39733,2013,10
你最珍贵,39215,2013,11
霓虹灯,28969,2013,12
阴谋,17637,2014,1
毒药,26644,2014,7
何为江湖,21574,2014,7
看我怎么掰弯你,45385,2014,7
数学课代表,19490,2014,7
明月,19598,2014,8
暴力后遗症,16913,2014,8
烟花夜冷,48896,2014,9
森森来了,17457,2014,10
论如何正确抱上师父大腿,18759,2014,12
你是我的,29511,2015,1
菡萏焰；舞恋歌,21077,2015,2
是你先勾引我的！,19380,2015,5
旁观者日记,180319,2015,5
梅花醉,48843,2015,6
天地不仁,68302,2015,7
倩女幽魂改編白頭吟,37597,2015,7
小新和小白的普通关系,38661,2015,9
雍和,34049,2015,9
奢侈品,33512,2015,10
冷门CP,20239,2015,12
长的廊,52197,2016,1
半生缘,18436,2016,2
小女子要嫁人,38633,2016,5
喵君才不是弱受,32211,2017,12
一苇杭之,59594,2016,7
两生人,31499,2016,7
我是你们哥,18616,2016,7
站住，就你！,30621,2016,7
想你,22690,2016,8
爱在巧合,28578,2016,8
嫣然一笑，惑阳城，迷下蔡,23741,2016,8
孽缘,22798,2016,9
弱受行天下,20091,2016,12
折花记,20703,2017,1
野葬魂,16794,2017,3
我爱你的一百种样子,26919,2017,5
婚姻关系,26051,2017,6
现实耽美,18754,2017,6
终究要长大,22939,2017,7
末世之纠缠,17391,2017,8
破镜岂能重圆,41405,2017,9
晴天,48425,2017,12
侍书大人请留步,50566,2018,1
哟，祭司,21010,2018,2
靠近or远离？,18501,2018,4
冯木匠,41275,2018,5
夏事,34862,2018,6
不相关的人生,21456,2018,6
弱受强攻,30056,2018,6
琇色可餐,50387,2018,7
小行部平灵,52536,2018,8
后海和龙,94180,2018,8
谋中人,24213,2018,9
[穿越]求求你救救炮灰,19647,2018,11
举头三尺有神明,23441,2018,12
碎响,16400,2018,12
朝陽,27638,2019,1
《泥泞》,31587,2019,2
那年初夏，柳絮霏霏,17281,2019,2
师尊,22486,2019,2
秋意依依,22110,2019,3
蛰守十一年,16400,2019,3
